id,lat,lon,earliest,latest
96,38.9166,-77.026,88,128
97,38.91,-77.029,26,58
98,38.9066,-77.0322,55,73
99,38.901,-77.0429,75,121
100,38.9075,-77.0407,79,127
101,38.9103,-77.0261,46,65
102,38.9089,-77.0409,44,61
103,38.9088,-77.0345,51,98
104,38.9048,-77.026,92,110
105,38.9069,-77.0279,86,108
106,38.9155,-77.0363,49,67
107,38.9118,-77.0356,9,31
108,38.907,-77.0357,86,127
109,38.9187,-77.0366,14,30
110,38.9043,-77.0348,89,104
111,38.9135,-77.0445,53,68
112,38.9081,-77.0315,63,84
113,38.9152,-77.0262,66,82
114,38.9088,-77.0295,84,128
115,38.915,-77.0312,47,87
116,38.9078,-77.0279,2,22
117,38.9079,-77.0397,88,106
118,38.9114,-77.0407,3,24
119,38.9043,-77.0383,77,117
120,38.9096,-77.0346,8,45
121,38.901,-77.028,52,99
122,38.9136,-77.0345,25,68
123,38.9056,-77.044,27,60
124,38.9057,-77.0352,29,65
125,38.9056,-77.0392,19,57
126,38.9091,-77.044,30,53
127,38.9156,-77.026,65,97
128,38.9124,-77.0346,71,90
129,38.9171,-77.0326,12,45
130,38.9136,-77.042,77,120
131,38.9013,-77.0406,34,55
132,38.9181,-77.0255,74,114
133,38.9043,-77.0251,5,25
134,38.9091,-77.0322,40,64
135,38.9133,-77.0296,45,63
136,38.9101,-77.0374,80,122
137,38.9121,-77.0329,86,118
138,38.9069,-77.0424,26,67
139,38.9074,-77.0279,52,81
140,38.9041,-77.0377,56,89
141,38.9084,-77.0418,75,115
142,38.9069,-77.0449,47,90
143,38.9109,-77.0369,96,143
144,38.9012,-77.0445,52,89
145,38.9061,-77.04,36,76
146,38.9023,-77.036,46,70
147,38.9181,-77.029,91,129
148,38.9099,-77.0269,98,118
149,38.9089,-77.0348,54,81
150,38.9081,-77.0278,68,114
151,38.9084,-77.0308,32,62
152,38.9107,-77.0404,3,30
153,38.9177,-77.0416,68,103
154,38.9197,-77.0348,36,49
155,38.9129,-77.0311,85,135
156,38.906,-77.0343,19,35
157,38.9091,-77.0326,97,140
158,38.9195,-77.0281,16,38
159,38.9114,-77.0344,30,50
160,38.9077,-77.0392,37,73
161,38.9137,-77.0347,84,97
162,38.914,-77.0344,55,70
163,38.9049,-77.0379,96,125
164,38.9177,-77.0348,17,32
165,38.9014,-77.0285,91,139
166,38.9199,-77.0407,83,103
167,38.9176,-77.037,85,95
168,38.9164,-77.0399,8,43
169,38.9083,-77.0296,71,87
170,38.9126,-77.0417,14,53
171,38.9049,-77.0254,93,110
172,38.9,-77.0374,27,37
173,38.9174,-77.0388,36,73
174,38.9033,-77.0337,3,23
175,38.9191,-77.033,33,70
176,38.9179,-77.0284,33,64
177,38.908,-77.0307,100,123
178,38.9059,-77.0309,4,25
179,38.9124,-77.039,17,33
180,38.9048,-77.0448,15,58
181,38.9081,-77.0267,16,58
182,38.9005,-77.0382,46,65
183,38.9125,-77.0374,78,102
184,38.9023,-77.0356,90,121
185,38.9058,-77.026,84,115
186,38.9147,-77.044,23,59
187,38.9049,-77.0422,86,135
188,38.9089,-77.0255,27,68
189,38.9034,-77.0268,33,68
190,38.9138,-77.0395,21,60
191,38.9111,-77.0268,24,56
192,38.9023,-77.0396,51,95
193,38.902,-77.0332,79,103
194,38.9165,-77.0302,5,55
195,38.907,-77.0383,58,106
196,38.9162,-77.0269,28,60
197,38.905,-77.0266,19,64
198,38.9192,-77.0337,46,57
199,38.9169,-77.0321,63,90
200,38.9192,-77.043,12,39
201,38.9161,-77.0355,11,36
202,38.9027,-77.0264,24,34
203,38.9049,-77.0292,45,92
204,38.9127,-77.0325,27,64
205,38.9107,-77.0403,42,54
206,38.9189,-77.0376,86,122
207,38.9057,-77.044,0,17
208,38.9177,-77.0257,37,79
209,38.9003,-77.0371,9,20
210,38.9174,-77.0395,86,124
211,38.9042,-77.0315,75,121
212,38.9082,-77.0322,68,104
213,38.9165,-77.0372,33,64
214,38.9095,-77.042,19,60
215,38.9134,-77.0281,53,75
216,38.9197,-77.0344,10,35
217,38.9094,-77.0434,43,78
218,38.9152,-77.0426,56,67
219,38.9116,-77.0398,95,123
220,38.9045,-77.0351,91,123
221,38.9016,-77.0424,6,18
222,38.9068,-77.0274,90,110
223,38.9085,-77.0317,63,99
224,38.9193,-77.0299,34,49
225,38.9064,-77.0303,17,61
226,38.9076,-77.0318,32,47
227,38.9165,-77.0305,69,98
228,38.9068,-77.0424,3,16
229,38.9127,-77.0409,37,74
230,38.9183,-77.029,42,66
231,38.9111,-77.028,46,85
232,38.9093,-77.0305,26,75
233,38.9145,-77.037,42,88
234,38.9081,-77.0443,70,88
235,38.91,-77.0293,65,86
236,38.9026,-77.0366,97,123
237,38.9087,-77.042,12,60
238,38.916,-77.0283,61,74
239,38.9175,-77.0382,53,75
240,38.915,-77.0425,85,134
241,38.9162,-77.0311,7,56
242,38.9095,-77.03,68,84
243,38.9066,-77.0353,5,43
244,38.9018,-77.0387,15,52
245,38.9108,-77.0311,83,106
246,38.9051,-77.0347,59,90
247,38.9079,-77.0288,18,44
248,38.9171,-77.042,84,130
249,38.9081,-77.0407,81,98
250,38.9153,-77.0397,68,85
251,38.9136,-77.0434,40,85
252,38.9053,-77.0294,95,117
253,38.9152,-77.0338,9,47
254,38.9188,-77.0392,69,110
255,38.9191,-77.0257,74,112
256,38.9097,-77.0366,52,64
257,38.9123,-77.0254,19,58
258,38.9073,-77.0279,84,95
259,38.9153,-77.0423,30,76
260,38.9023,-77.0405,41,54
261,38.9126,-77.0265,73,102
262,38.9088,-77.0394,46,62
263,38.915,-77.0395,7,18
264,38.9183,-77.0377,77,117
265,38.9098,-77.0373,3,49
266,38.9035,-77.0287,66,91
267,38.9067,-77.0434,67,98
268,38.9178,-77.0312,11,47
269,38.9153,-77.03,43,83
270,38.9142,-77.0274,19,66
271,38.9025,-77.0345,67,113
272,38.9074,-77.034,31,48
273,38.9178,-77.0356,87,125
274,38.9196,-77.0394,87,121
275,38.9154,-77.0344,68,118
276,38.9011,-77.0334,11,26
277,38.9154,-77.0378,79,90
278,38.9143,-77.0316,25,61
279,38.9021,-77.0435,75,106
280,38.9195,-77.0433,95,113
281,38.9095,-77.0407,0,11
282,38.9119,-77.0328,3,43
283,38.9127,-77.0366,50,95
284,38.9084,-77.0386,64,75
285,38.9125,-77.0289,56,79
286,38.9142,-77.0441,83,97
287,38.9139,-77.0299,24,62
288,38.9137,-77.0329,81,121
289,38.9155,-77.0254,52,100
290,38.9079,-77.0283,62,97
291,38.9075,-77.041,64,90
292,38.9135,-77.0266,62,85
293,38.9182,-77.0358,48,93
294,38.9093,-77.0414,19,47
295,38.9186,-77.0256,70,86
296,38.9124,-77.0334,98,145
297,38.9066,-77.0419,0,11
298,38.9164,-77.0311,9,44
299,38.9055,-77.0418,11,25
300,38.9066,-77.0437,44,76
301,38.9043,-77.0327,83,114
302,38.9068,-77.0279,30,67
303,38.9183,-77.0277,35,53
304,38.9095,-77.0393,93,122
305,38.9174,-77.0346,30,53
306,38.9138,-77.0317,97,124
307,38.9105,-77.0372,66,79
308,38.9055,-77.0356,90,108
309,38.9118,-77.0406,84,106
310,38.9001,-77.0447,44,65
311,38.9015,-77.0428,91,101
312,38.9159,-77.0402,7,32
313,38.9025,-77.0432,96,121
314,38.9131,-77.0376,79,109
315,38.9153,-77.0322,28,39
316,38.9112,-77.0404,32,75
317,38.9058,-77.0392,18,39
318,38.9094,-77.0317,11,37
319,38.9188,-77.0306,11,30
320,38.9068,-77.0429,36,58
321,38.9008,-77.0427,45,70
322,38.9061,-77.0414,93,141
323,38.9088,-77.0277,45,91
324,38.9104,-77.0445,98,139
325,38.9007,-77.0438,10,39
326,38.9164,-77.0439,43,65
327,38.9058,-77.043,87,109
328,38.9086,-77.0327,9,40
329,38.9135,-77.0258,0,38
330,38.9136,-77.0429,17,40
331,38.9065,-77.0426,53,96
332,38.9149,-77.0415,60,99
333,38.9115,-77.0393,34,76
334,38.9001,-77.0366,74,100
335,38.9095,-77.0388,52,100
336,38.9175,-77.0363,16,45
337,38.9128,-77.0378,49,70
338,38.9018,-77.0277,95,129
339,38.9122,-77.0423,40,70
340,38.9079,-77.0333,95,132
341,38.9103,-77.0415,24,46
342,38.9092,-77.0265,87,101
343,38.9199,-77.034,67,97
344,38.9079,-77.038,84,121
345,38.9175,-77.0251,52,71
346,38.9097,-77.0431,1,42
347,38.9074,-77.0378,23,45
348,38.902,-77.0403,68,83
349,38.9058,-77.0433,69,82
350,38.9104,-77.0286,82,97
351,38.9008,-77.0436,42,65
352,38.9098,-77.0278,64,94
353,38.9146,-77.0251,48,60
354,38.912,-77.0267,29,54
355,38.9126,-77.041,90,119
356,38.9138,-77.0259,62,76
357,38.9066,-77.0297,81,91
358,38.9187,-77.0379,18,32
359,38.9041,-77.0294,71,112
360,38.9177,-77.0405,23,46
361,38.9108,-77.0334,80,118
362,38.9013,-77.0304,90,103
363,38.915,-77.0275,30,80
364,38.9182,-77.044,28,77
365,38.9026,-77.0359,90,103
366,38.9065,-77.0295,13,39
367,38.9071,-77.0281,8,53
368,38.9139,-77.0331,4,26
369,38.9138,-77.0365,32,51
370,38.91,-77.0251,35,47
371,38.9059,-77.0351,60,89
372,38.9041,-77.0251,51,101
373,38.9072,-77.0322,41,73
374,38.9031,-77.0292,22,36
375,38.9113,-77.0449,2,16
376,38.9175,-77.0396,81,98
377,38.9003,-77.0374,59,94
378,38.9023,-77.0404,42,69
379,38.9197,-77.0399,17,60
380,38.9194,-77.036,44,67
381,38.9009,-77.0322,27,61
382,38.9017,-77.0431,13,53
383,38.9086,-77.031,61,83
384,38.9157,-77.0411,1,43
385,38.9064,-77.034,66,110
386,38.9004,-77.0379,9,56
387,38.9114,-77.033,86,120
388,38.901,-77.0323,12,33
389,38.9103,-77.0411,4,31
390,38.9092,-77.0388,54,80
391,38.9015,-77.0396,4,16
392,38.9156,-77.0383,12,57
393,38.9031,-77.0284,10,31
394,38.9094,-77.0431,74,110
395,38.9145,-77.0421,64,101
396,38.9116,-77.0385,37,71
397,38.9141,-77.0368,34,55
398,38.9133,-77.0413,34,71
399,38.9043,-77.0394,86,115
400,38.914,-77.0354,0,29
401,38.9094,-77.0365,64,89
402,38.9004,-77.0434,28,68
403,38.901,-77.0428,94,113
404,38.908,-77.0416,36,56
405,38.9144,-77.0281,22,59
406,38.9045,-77.0305,6,52
407,38.9145,-77.0275,71,105
408,38.917,-77.0333,62,74
409,38.9031,-77.0417,37,66
410,38.9063,-77.0284,5,49
411,38.9092,-77.0403,74,109
412,38.9031,-77.0442,15,40
413,38.9037,-77.0396,63,110
414,38.9039,-77.0305,98,124
415,38.9004,-77.0411,24,41
416,38.9059,-77.0293,26,40
417,38.9131,-77.0373,57,77
418,38.9153,-77.0322,98,108
419,38.9036,-77.0344,30,63
420,38.9155,-77.0302,23,69
421,38.9124,-77.0378,33,66
422,38.9037,-77.0377,44,74
423,38.9162,-77.0401,83,95
424,38.9113,-77.0415,37,81
425,38.919,-77.0342,24,51
426,38.917,-77.0408,71,85
427,38.9175,-77.0385,18,33
428,38.9101,-77.0383,14,58
429,38.9148,-77.0348,5,37
430,38.9181,-77.0418,72,87
431,38.9125,-77.0323,30,44
432,38.9019,-77.0275,9,21
433,38.9166,-77.0414,40,69
434,38.9171,-77.033,56,84
435,38.9127,-77.025,42,85
436,38.9127,-77.0351,24,72
437,38.904,-77.0316,84,125
438,38.9008,-77.0308,58,102
439,38.9034,-77.0404,27,46
440,38.9061,-77.0383,17,53
441,38.9067,-77.0404,15,27
442,38.9112,-77.0269,23,37
443,38.9027,-77.0389,34,82
444,38.9003,-77.0345,7,40
445,38.902,-77.0444,84,134
446,38.9008,-77.033,78,89
447,38.9185,-77.0338,2,38
448,38.9037,-77.042,59,84
449,38.9162,-77.0407,50,93
450,38.9116,-77.0447,40,60
451,38.9193,-77.0267,50,86
452,38.9069,-77.0272,8,37
453,38.9158,-77.026,55,99
454,38.9196,-77.0312,20,56
455,38.9081,-77.0382,20,45
456,38.9159,-77.0427,3,24
457,38.9168,-77.0313,61,96
458,38.9021,-77.0444,26,60
459,38.91,-77.0337,30,56
460,38.9002,-77.0306,50,100
461,38.9054,-77.0397,56,84
462,38.9046,-77.0342,41,64
463,38.913,-77.0402,20,59
464,38.9085,-77.0325,88,125
465,38.9033,-77.028,4,24
466,38.9066,-77.0282,32,64
467,38.9049,-77.0258,32,42
468,38.9007,-77.0357,80,100
469,38.9155,-77.0347,76,102
470,38.9137,-77.0409,50,80
471,38.9183,-77.0345,50,98
472,38.9116,-77.0332,87,100
473,38.9187,-77.0357,67,105
474,38.9041,-77.0373,64,112
475,38.9137,-77.0357,94,107
476,38.9098,-77.0387,8,55
477,38.9124,-77.0322,76,112
478,38.92,-77.0316,48,90
479,38.9016,-77.0431,83,124
480,38.9008,-77.03,54,93
481,38.917,-77.0321,0,10
482,38.9182,-77.0314,79,90
483,38.9064,-77.0252,49,68
484,38.9066,-77.0418,87,131
485,38.9199,-77.0394,68,80
486,38.9129,-77.0336,89,110
487,38.9011,-77.0354,68,106
488,38.9162,-77.0273,61,73
489,38.9079,-77.0417,36,54
490,38.9176,-77.0333,42,78
491,38.9087,-77.0301,6,39
492,38.9195,-77.0281,42,69
493,38.9161,-77.0414,95,121
494,38.9069,-77.0445,53,71
495,38.9066,-77.0357,82,115
496,38.9074,-77.0415,28,45
497,38.9051,-77.0334,47,73
498,38.9132,-77.0288,31,51
499,38.908,-77.0296,43,77
500,38.9027,-77.0445,9,38
501,38.9035,-77.0332,41,56
502,38.9023,-77.0289,3,46
503,38.9078,-77.0258,29,62
504,38.9187,-77.0427,47,62
505,38.9062,-77.029,56,82
506,38.9192,-77.0439,19,61
507,38.9062,-77.0371,48,68
508,38.9108,-77.034,6,36
509,38.9184,-77.0267,1,27
510,38.9016,-77.0288,92,122
511,38.9069,-77.0262,20,40
512,38.9141,-77.0402,51,78
513,38.9125,-77.0252,13,35
514,38.9134,-77.0314,76,92
515,38.9044,-77.0386,10,22
516,38.9029,-77.0444,65,109
517,38.9097,-77.0286,62,93
518,38.9171,-77.0364,32,67
519,38.9068,-77.0321,2,41
520,38.9015,-77.0291,29,44
521,38.9046,-77.0405,76,97
522,38.9193,-77.0284,35,80
523,38.9128,-77.0319,24,64
524,38.9168,-77.0261,64,105
525,38.9035,-77.0316,47,93
526,38.9166,-77.0377,67,96
527,38.9001,-77.0384,69,80
528,38.9063,-77.0254,14,39
529,38.9042,-77.0354,73,117
530,38.9032,-77.0406,24,45
531,38.9097,-77.0274,72,100
532,38.9021,-77.0367,71,101
533,38.9122,-77.0392,89,102
534,38.9003,-77.0268,38,81
535,38.9166,-77.0431,81,122
536,38.9006,-77.0371,9,39
537,38.908,-77.0404,83,129
538,38.9106,-77.0296,98,108
539,38.9132,-77.0447,55,98
540,38.9058,-77.0396,29,66
541,38.9013,-77.0277,30,71
542,38.9171,-77.0431,57,79
543,38.9065,-77.044,48,71
544,38.9056,-77.034,64,99
545,38.9046,-77.0362,50,80
546,38.9129,-77.0275,51,81
547,38.9012,-77.0414,66,81
548,38.9176,-77.0323,60,83
549,38.9013,-77.0314,12,56
550,38.917,-77.0267,19,31
551,38.9057,-77.0372,47,60
552,38.9008,-77.0415,56,79
553,38.9151,-77.0374,37,52
554,38.9154,-77.0276,14,59
555,38.909,-77.0372,96,145
556,38.9152,-77.0355,60,83
557,38.902,-77.0289,36,60
558,38.9173,-77.0395,74,111
559,38.9062,-77.0447,68,89
560,38.9016,-77.0291,35,61
561,38.9146,-77.042,34,72
562,38.9158,-77.0341,62,105
563,38.9099,-77.0399,29,44
564,38.9068,-77.0303,40,83
565,38.9187,-77.0391,96,144
566,38.9012,-77.035,45,63
567,38.9094,-77.0283,61,81
568,38.9153,-77.0313,48,72
569,38.9045,-77.0371,23,62
570,38.9154,-77.0324,94,141
571,38.9198,-77.0295,38,87
572,38.9121,-77.0331,85,132
573,38.9172,-77.0393,60,109
574,38.9159,-77.0359,71,88
575,38.9183,-77.0354,35,58
576,38.9037,-77.043,91,109
577,38.9111,-77.0253,38,65
578,38.9171,-77.0426,1,16
579,38.9152,-77.0314,35,60
580,38.9179,-77.0442,3,46
581,38.9001,-77.036,60,103
582,38.9037,-77.0258,30,66
583,38.9174,-77.0388,72,100
584,38.907,-77.0389,14,43
585,38.91,-77.0385,57,70
586,38.907,-77.0277,28,40
587,38.9048,-77.0288,32,46
588,38.9179,-77.0446,30,53
589,38.9183,-77.0318,38,57
590,38.9021,-77.0279,76,114
591,38.9173,-77.0256,25,74
592,38.9187,-77.0393,11,27
593,38.9174,-77.0331,48,67
594,38.9152,-77.0437,75,102
595,38.9052,-77.028,88,115
596,38.9087,-77.0417,100,146
597,38.9117,-77.0252,49,61
598,38.9137,-77.0362,10,41
599,38.9139,-77.026,96,137
600,38.9155,-77.0309,16,50
601,38.9088,-77.0363,22,40
602,38.91,-77.0325,39,61
603,38.9024,-77.0344,87,98
604,38.9151,-77.0405,10,40
605,38.9189,-77.0409,5,30
606,38.9016,-77.0346,93,127
607,38.9151,-77.0318,89,137
608,38.9088,-77.0329,12,47
609,38.9014,-77.0273,83,112
610,38.9143,-77.036,18,68
611,38.9186,-77.0353,20,59
612,38.9044,-77.0399,85,114
613,38.9167,-77.0403,100,136
614,38.9167,-77.0333,32,55
615,38.9107,-77.0434,73,117
616,38.9178,-77.0293,95,127
617,38.9109,-77.0321,92,126
618,38.9145,-77.0435,3,16
619,38.919,-77.0405,42,74
620,38.9112,-77.0272,95,114
621,38.903,-77.0357,76,106
622,38.9016,-77.0448,5,15
623,38.9082,-77.041,59,87
624,38.9001,-77.0286,16,58
625,38.9186,-77.0323,23,60
626,38.9087,-77.0358,95,105
627,38.9193,-77.0419,69,91
628,38.9172,-77.0291,74,122
629,38.9017,-77.0414,43,72
630,38.9139,-77.0395,48,79
631,38.9107,-77.0333,33,46
632,38.9008,-77.0382,94,132
633,38.9157,-77.0307,26,50
634,38.9118,-77.0384,54,94
635,38.9128,-77.0297,8,52
636,38.905,-77.0403,66,100
637,38.9161,-77.0259,63,86
638,38.9139,-77.0355,98,118
639,38.9028,-77.0396,59,88
640,38.9142,-77.026,85,123
641,38.9086,-77.0276,63,97
642,38.919,-77.035,14,44
643,38.9073,-77.0434,94,135
644,38.9088,-77.0387,54,94
645,38.9187,-77.0431,69,96
646,38.9033,-77.0377,72,90
647,38.9055,-77.0256,33,61
648,38.9154,-77.0283,91,141
649,38.9046,-77.0374,91,115
650,38.9032,-77.0369,70,105
651,38.906,-77.0288,44,74
652,38.9055,-77.027,44,73
653,38.9109,-77.0307,85,121
654,38.9028,-77.0369,44,83
655,38.9086,-77.0286,53,94
656,38.9106,-77.0374,50,82
657,38.9045,-77.0366,40,90
658,38.9176,-77.0365,22,72
659,38.9087,-77.0331,90,134
660,38.9166,-77.0316,24,62
661,38.904,-77.0371,17,32
662,38.9146,-77.0441,4,24
663,38.9087,-77.0263,56,86
664,38.9168,-77.0444,19,63
665,38.9129,-77.0407,3,19
666,38.9102,-77.0357,39,62
667,38.9033,-77.0385,40,88
668,38.9159,-77.0268,88,100
669,38.9036,-77.0401,92,136
670,38.9153,-77.0288,11,48
671,38.9148,-77.0278,42,54
672,38.9107,-77.0373,81,117
673,38.9165,-77.0273,82,123
674,38.9155,-77.0424,3,16
675,38.9045,-77.0264,95,120
676,38.9011,-77.0419,19,67
677,38.9158,-77.0433,66,77
678,38.9195,-77.0347,85,112
679,38.901,-77.0372,69,111
680,38.9077,-77.0412,16,41
681,38.9178,-77.026,18,47
682,38.907,-77.0279,7,19
683,38.9127,-77.0287,20,31
684,38.9153,-77.0264,68,96
685,38.9142,-77.0394,24,48
686,38.9068,-77.0429,24,54
687,38.9073,-77.0364,68,90
688,38.9112,-77.0276,77,109
689,38.9046,-77.0311,50,60
690,38.9026,-77.0438,9,21
691,38.9173,-77.0432,65,76
692,38.9132,-77.039,77,107
693,38.9107,-77.0315,67,107
694,38.9043,-77.0449,94,124
695,38.9086,-77.0436,2,48
696,38.9037,-77.0351,17,42
697,38.9024,-77.0375,89,113
698,38.9175,-77.0354,17,52
699,38.904,-77.033,65,89
700,38.9115,-77.0409,11,41
701,38.9074,-77.0275,68,111
702,38.9022,-77.0315,83,125
703,38.9101,-77.0309,34,45
704,38.9078,-77.0317,58,68
705,38.9049,-77.0352,92,110
706,38.9131,-77.0348,85,108
707,38.9143,-77.0399,96,130
708,38.9151,-77.0445,9,31
709,38.9145,-77.0425,52,92
710,38.9166,-77.0317,16,50
711,38.906,-77.0443,20,49
712,38.9131,-77.0364,71,101
713,38.9193,-77.0413,70,110
714,38.9053,-77.0394,57,67
715,38.9071,-77.0419,19,55
716,38.9091,-77.0356,91,116
717,38.9061,-77.0388,76,95
718,38.9058,-77.0252,33,67
719,38.9082,-77.0327,3,13
720,38.9033,-77.0448,70,103
721,38.9113,-77.0305,5,21
722,38.9023,-77.0433,32,50
723,38.9071,-77.025,23,44
724,38.9149,-77.0397,2,12
725,38.9154,-77.0348,99,128
726,38.9054,-77.0435,74,109
727,38.9149,-77.0443,3,18
728,38.9098,-77.0437,99,125
729,38.9184,-77.038,48,91
730,38.9047,-77.0377,84,111
731,38.9169,-77.0429,16,52
732,38.9011,-77.0298,18,60
733,38.9108,-77.0254,86,104
734,38.9195,-77.0322,20,55
735,38.9044,-77.0412,52,81
736,38.9017,-77.0351,13,61
737,38.91,-77.0427,79,104
738,38.9024,-77.0292,4,31
739,38.9071,-77.0302,46,95
740,38.9149,-77.029,75,121
741,38.9133,-77.0423,52,78
742,38.913,-77.0404,49,87
743,38.908,-77.0449,86,115
744,38.9143,-77.0363,97,115
745,38.9091,-77.0445,0,41
746,38.9027,-77.0296,37,71
747,38.901,-77.0406,100,117
748,38.9121,-77.0344,2,37
749,38.906,-77.0412,57,79
750,38.907,-77.0427,96,141
751,38.9067,-77.0276,2,48
752,38.9012,-77.0272,15,47
753,38.9155,-77.03,8,25
754,38.9102,-77.0367,82,129
755,38.9078,-77.035,18,40
756,38.915,-77.0361,64,79
757,38.9194,-77.0326,75,117
758,38.913,-77.0338,6,29
759,38.9173,-77.0356,59,95
760,38.903,-77.0427,42,71
761,38.9199,-77.0268,77,98
762,38.9093,-77.0368,96,122
763,38.9096,-77.0436,81,98
764,38.9074,-77.0387,15,43
765,38.9052,-77.0438,1,32
766,38.9043,-77.0398,24,70
767,38.9007,-77.0265,65,81
768,38.9046,-77.0353,60,99
769,38.9026,-77.0416,48,77
770,38.9024,-77.0282,87,107
771,38.9142,-77.029,41,60
772,38.9068,-77.0368,35,82
773,38.9191,-77.043,95,126
774,38.9093,-77.0308,50,61
775,38.9033,-77.0304,31,57
776,38.906,-77.0365,17,54
777,38.9046,-77.0369,1,33
778,38.9033,-77.0342,5,43
779,38.92,-77.037,54,81
780,38.9189,-77.0271,51,85
781,38.9012,-77.0385,85,98
782,38.919,-77.0282,51,74
783,38.9164,-77.0395,30,50
784,38.9183,-77.0414,48,63
785,38.9135,-77.0409,86,127
786,38.9031,-77.0366,97,122
787,38.9127,-77.0357,68,100
788,38.9085,-77.0401,92,140
789,38.908,-77.0303,44,91
790,38.9089,-77.0387,34,57
791,38.9139,-77.0435,21,59
792,38.9138,-77.0329,26,55
793,38.9078,-77.0341,86,121
794,38.9094,-77.0338,64,106
795,38.9147,-77.0337,10,30
796,38.9194,-77.0443,47,97
797,38.911,-77.0391,19,65
798,38.9142,-77.0397,73,87
799,38.9129,-77.0363,14,28
800,38.9079,-77.0338,23,69
801,38.9166,-77.0272,48,61
802,38.9001,-77.0379,63,83
803,38.9197,-77.0345,27,69
804,38.9145,-77.0251,2,38
805,38.9161,-77.0438,57,104
806,38.9085,-77.0427,37,57
807,38.9152,-77.0377,52,70
808,38.9126,-77.0283,96,123
809,38.9137,-77.0333,75,111
810,38.9122,-77.0379,80,109
811,38.9065,-77.0357,46,78
812,38.9159,-77.0325,39,88
813,38.9008,-77.0268,9,56
814,38.9104,-77.032,52,67
815,38.9149,-77.032,1,51
816,38.9164,-77.0299,92,137
817,38.9104,-77.0308,63,87
818,38.9129,-77.0266,79,104
819,38.9157,-77.0373,22,58
820,38.9187,-77.029,8,24
821,38.9,-77.0327,23,43
822,38.9133,-77.0351,94,135
823,38.9135,-77.0398,79,100
824,38.9018,-77.04,89,113
825,38.9,-77.0403,14,46
826,38.9111,-77.0371,64,114
827,38.9178,-77.0352,30,67
828,38.9085,-77.0369,68,85
829,38.9034,-77.0289,6,21
830,38.9073,-77.0442,39,67
831,38.9028,-77.0338,59,86
