id,lat,lon,earliest,latest
108,38.9165,-77.0278,23,34
109,38.9029,-77.0379,17,30
110,38.9192,-77.0297,80,119
111,38.904,-77.0401,43,64
112,38.9015,-77.0418,45,72
113,38.9153,-77.0341,21,69
114,38.9021,-77.0446,98,145
115,38.9077,-77.0442,21,45
116,38.9136,-77.0395,20,67
117,38.9076,-77.0313,27,49
118,38.9041,-77.0252,61,73
119,38.9072,-77.0313,82,129
120,38.9183,-77.0277,33,69
121,38.9037,-77.044,56,99
122,38.9176,-77.0327,47,96
123,38.9096,-77.0388,80,112
124,38.9005,-77.0313,17,54
125,38.9047,-77.0385,23,36
126,38.9163,-77.0336,3,23
127,38.9135,-77.0356,61,99
128,38.9104,-77.037,11,59
129,38.9073,-77.0265,18,54
130,38.9126,-77.0267,73,88
131,38.9187,-77.0447,83,118
132,38.9198,-77.0288,8,52
133,38.9127,-77.0304,4,29
134,38.9179,-77.0355,59,89
135,38.9092,-77.0411,20,67
136,38.9033,-77.0259,8,23
137,38.9036,-77.0392,94,132
138,38.9142,-77.0433,12,51
139,38.9068,-77.0374,87,135
140,38.9159,-77.0301,34,74
141,38.9127,-77.0413,75,116
142,38.9152,-77.0353,57,78
143,38.9185,-77.0407,0,39
144,38.913,-77.0381,26,44
145,38.9016,-77.0354,63,87
146,38.9151,-77.0416,52,95
147,38.9096,-77.0376,76,96
148,38.9003,-77.0374,6,36
149,38.9079,-77.0255,75,117
150,38.9103,-77.0392,9,22
151,38.9094,-77.0273,84,97
152,38.9136,-77.0428,53,79
153,38.9051,-77.0413,72,109
154,38.9055,-77.0449,87,123
155,38.918,-77.0346,79,103
156,38.9176,-77.0408,11,48
157,38.9141,-77.0252,34,58
158,38.906,-77.0317,77,105
159,38.9084,-77.0442,97,128
160,38.9114,-77.0269,39,84
161,38.9084,-77.0254,66,85
162,38.9196,-77.038,62,107
163,38.9168,-77.0396,91,141
164,38.9115,-77.0437,41,69
165,38.9181,-77.0258,94,122
166,38.904,-77.0364,4,38
167,38.919,-77.0359,45,63
168,38.9025,-77.0431,51,74
169,38.9189,-77.0276,87,136
170,38.9178,-77.0436,38,86
171,38.9098,-77.0332,71,82
172,38.9114,-77.0322,41,88
173,38.9163,-77.0258,40,72
174,38.9153,-77.042,62,108
175,38.9138,-77.0265,94,135
176,38.908,-77.0281,68,89
177,38.9101,-77.0339,65,79
178,38.9076,-77.0263,6,36
179,38.9097,-77.0393,8,48
180,38.9052,-77.042,28,75
181,38.918,-77.0399,52,76
182,38.9099,-77.0294,11,35
183,38.9058,-77.0313,43,78
184,38.9117,-77.0364,3,43
185,38.9109,-77.027,42,86
186,38.9162,-77.0279,19,49
187,38.9052,-77.0427,32,79
188,38.9057,-77.0441,23,68
189,38.9153,-77.0366,82,111
190,38.9012,-77.0423,45,94
191,38.9042,-77.0314,100,112
192,38.9185,-77.0352,26,75
193,38.9195,-77.0418,3,41
194,38.9039,-77.0421,47,80
195,38.9093,-77.0367,31,63
196,38.9019,-77.0354,76,118
197,38.9114,-77.0377,45,64
198,38.9032,-77.0371,83,122
199,38.9102,-77.0432,48,72
200,38.9023,-77.043,64,84
201,38.919,-77.0328,36,55
202,38.9184,-77.0319,41,68
203,38.9025,-77.0375,81,110
204,38.9072,-77.0291,87,113
205,38.9011,-77.0346,23,71
206,38.9091,-77.0376,24,57
207,38.9089,-77.0357,65,77
208,38.9061,-77.044,79,122
209,38.9143,-77.0394,42,73
210,38.9177,-77.0378,84,106
211,38.904,-77.0426,50,97
212,38.9032,-77.0437,78,102
213,38.9055,-77.0399,67,82
214,38.9141,-77.0262,56,71
215,38.9074,-77.0376,22,69
216,38.9167,-77.0364,66,77
217,38.9189,-77.0423,0,38
218,38.9023,-77.0359,98,116
219,38.9126,-77.0293,86,134
220,38.9191,-77.0437,97,116
221,38.9124,-77.0286,36,69
222,38.9107,-77.0346,96,132
223,38.905,-77.0318,18,28
224,38.9128,-77.0297,85,116
225,38.9101,-77.0394,23,35
226,38.9088,-77.0264,33,74
227,38.903,-77.0332,80,94
228,38.9163,-77.0379,54,103
229,38.9137,-77.0372,62,78
230,38.9134,-77.0303,57,75
231,38.9006,-77.0387,25,51
232,38.9101,-77.0442,88,129
233,38.9134,-77.0369,90,136
234,38.905,-77.032,10,29
235,38.9021,-77.0257,40,78
236,38.9199,-77.0399,69,117
237,38.9082,-77.0311,69,112
238,38.9127,-77.0255,11,54
239,38.9138,-77.0308,45,90
240,38.9054,-77.0315,96,107
241,38.901,-77.0329,59,104
242,38.9168,-77.0385,74,116
243,38.9191,-77.0289,6,39
244,38.9117,-77.0389,39,59
245,38.9084,-77.028,44,81
246,38.9037,-77.0371,83,131
247,38.9017,-77.0425,68,98
248,38.9052,-77.0295,35,61
249,38.9171,-77.0441,64,100
250,38.9068,-77.0424,43,70
251,38.9078,-77.0283,49,78
252,38.9022,-77.0262,59,82
253,38.901,-77.0408,17,43
254,38.9197,-77.0353,23,38
255,38.9138,-77.0405,72,104
256,38.9002,-77.0319,15,55
257,38.9034,-77.0444,89,125
258,38.9006,-77.0402,39,71
259,38.9098,-77.0251,18,58
260,38.912,-77.0336,89,101
261,38.907,-77.0333,94,111
262,38.902,-77.0375,13,23
263,38.9025,-77.0251,61,72
264,38.9079,-77.0345,63,100
265,38.9055,-77.0306,21,40
266,38.9116,-77.0395,48,62
267,38.9193,-77.0251,74,110
268,38.9039,-77.0322,100,111
269,38.9188,-77.033,61,71
270,38.9054,-77.0413,58,90
271,38.9131,-77.0399,2,13
272,38.9005,-77.0304,26,69
273,38.9064,-77.0269,84,94
274,38.9176,-77.0401,95,106
275,38.912,-77.0433,6,18
276,38.9161,-77.0284,100,137
277,38.9156,-77.0385,78,116
278,38.9145,-77.0346,14,34
279,38.9047,-77.0283,97,142
280,38.9196,-77.0312,99,115
281,38.9101,-77.027,83,107
282,38.9044,-77.0407,80,99
283,38.9149,-77.0435,2,42
284,38.9152,-77.0436,67,87
285,38.9099,-77.0372,58,85
286,38.9176,-77.038,7,34
287,38.9164,-77.0447,100,143
288,38.9094,-77.0344,88,117
289,38.9009,-77.0275,14,24
290,38.9008,-77.0303,9,20
291,38.9122,-77.035,3,24
292,38.903,-77.0406,16,44
293,38.9185,-77.0262,59,83
294,38.9072,-77.0306,87,123
295,38.913,-77.0369,23,43
296,38.9175,-77.0279,82,108
297,38.9149,-77.042,40,82
298,38.9057,-77.0338,82,101
299,38.9184,-77.0332,98,125
300,38.9036,-77.037,10,36
301,38.9122,-77.0317,50,77
302,38.9037,-77.0355,63,75
303,38.9009,-77.0416,68,82
304,38.9139,-77.0337,28,38
305,38.9039,-77.0379,11,58
306,38.917,-77.0425,74,115
307,38.9154,-77.0257,83,120
308,38.9156,-77.0277,9,47
309,38.9068,-77.0445,50,98
310,38.9118,-77.0448,20,47
311,38.9046,-77.038,62,110
312,38.9146,-77.0284,39,79
313,38.9182,-77.0309,1,25
314,38.9165,-77.0265,81,115
315,38.9024,-77.0288,36,80
316,38.9048,-77.0336,7,43
317,38.9199,-77.0436,2,15
318,38.9198,-77.0321,70,95
319,38.9137,-77.037,11,46
320,38.9088,-77.0283,36,59
321,38.9109,-77.0441,59,91
322,38.9087,-77.0355,22,56
323,38.9141,-77.0412,8,22
324,38.9075,-77.0419,87,129
325,38.9157,-77.0334,55,90
326,38.9021,-77.0252,53,73
327,38.9176,-77.0357,31,61
328,38.9172,-77.0291,51,65
329,38.9062,-77.0262,65,102
330,38.919,-77.033,94,137
331,38.9149,-77.0365,22,42
332,38.911,-77.0378,21,62
333,38.912,-77.0412,44,82
334,38.904,-77.0411,36,46
335,38.9008,-77.0271,72,104
336,38.9013,-77.0401,15,43
337,38.908,-77.031,30,71
338,38.9009,-77.0259,72,122
339,38.9037,-77.0376,42,69
340,38.9107,-77.0397,7,43
341,38.9175,-77.0399,2,51
342,38.9096,-77.042,38,58
343,38.9016,-77.0435,55,93
344,38.9082,-77.0287,32,63
345,38.9008,-77.0409,48,61
346,38.9178,-77.0303,35,76
347,38.9037,-77.0401,71,94
348,38.911,-77.038,97,130
349,38.9084,-77.044,26,65
350,38.9176,-77.0448,6,39
351,38.916,-77.0446,37,73
352,38.9142,-77.0379,10,60
353,38.9154,-77.0431,88,133
354,38.9064,-77.0298,96,118
355,38.9018,-77.0366,87,133
356,38.9009,-77.0396,96,124
357,38.9152,-77.0322,72,85
358,38.9124,-77.0296,21,57
359,38.9109,-77.0432,34,47
360,38.9068,-77.0437,5,52
361,38.9198,-77.0286,70,93
362,38.9188,-77.0409,23,51
363,38.9095,-77.0292,56,83
364,38.9198,-77.0401,31,74
365,38.9148,-77.0396,59,73
366,38.912,-77.0396,87,120
367,38.9054,-77.0355,22,67
368,38.9061,-77.0349,37,50
369,38.9046,-77.026,72,122
370,38.9098,-77.0382,67,114
371,38.9196,-77.0358,29,61
372,38.9089,-77.0372,75,120
373,38.9164,-77.04,10,33
374,38.9162,-77.0376,34,57
375,38.9196,-77.0432,3,30
376,38.9152,-77.0273,11,24
377,38.9045,-77.0377,100,131
378,38.9134,-77.043,40,80
379,38.9025,-77.0292,97,122
380,38.9101,-77.0448,89,118
381,38.9179,-77.0372,63,103
382,38.9027,-77.0291,67,97
383,38.9111,-77.0367,7,41
384,38.9028,-77.0398,9,47
385,38.9187,-77.0392,52,98
386,38.9043,-77.0342,37,60
387,38.9138,-77.0306,22,66
388,38.9187,-77.0262,54,103
389,38.9191,-77.0367,67,110
390,38.9103,-77.0422,15,25
391,38.9115,-77.0331,88,129
392,38.9199,-77.0382,39,79
393,38.9054,-77.0354,42,65
394,38.9015,-77.0392,86,113
395,38.9046,-77.0403,80,127
396,38.9063,-77.0416,77,105
397,38.9177,-77.0353,88,121
398,38.9088,-77.0331,3,50
399,38.912,-77.0328,2,30
400,38.909,-77.0263,2,51
401,38.9088,-77.0375,88,128
402,38.9131,-77.0403,54,80
403,38.916,-77.0339,74,108
404,38.9169,-77.0305,94,105
405,38.9145,-77.0431,73,111
406,38.9005,-77.0327,73,108
407,38.9065,-77.0388,40,73
408,38.9114,-77.0284,86,103
409,38.9017,-77.0265,89,124
410,38.9118,-77.0315,71,116
411,38.9064,-77.0402,60,73
412,38.9065,-77.0448,36,57
413,38.9085,-77.0321,48,78
414,38.9106,-77.0353,53,70
415,38.9112,-77.0443,7,44
416,38.9015,-77.0266,40,54
417,38.903,-77.0311,71,113
418,38.92,-77.0347,91,137
419,38.9145,-77.0353,70,90
420,38.9117,-77.036,12,55
421,38.9003,-77.045,82,112
422,38.9051,-77.0336,53,81
423,38.9169,-77.0268,40,50
424,38.9049,-77.0364,81,108
425,38.9159,-77.0416,80,122
426,38.9175,-77.0436,70,113
427,38.9182,-77.0339,55,85
428,38.9099,-77.0441,31,64
429,38.9128,-77.0312,59,100
430,38.91,-77.0432,91,116
431,38.9153,-77.0357,27,76
432,38.9062,-77.026,43,64
433,38.9126,-77.043,52,87
434,38.9074,-77.0352,79,101
435,38.9094,-77.0323,67,77
436,38.9051,-77.045,84,97
437,38.9124,-77.0275,10,51
438,38.9098,-77.0337,10,44
439,38.9189,-77.0251,54,69
440,38.9023,-77.0314,7,47
441,38.9185,-77.0401,78,103
442,38.9126,-77.0437,94,136
443,38.9158,-77.0315,33,58
444,38.9192,-77.0341,18,61
445,38.9103,-77.0353,49,84
446,38.9175,-77.0367,7,45
447,38.9096,-77.0443,29,54
448,38.9102,-77.0309,95,139
449,38.9,-77.0336,53,85
450,38.9147,-77.0351,31,51
451,38.9153,-77.0346,23,36
452,38.917,-77.037,94,134
453,38.9083,-77.0405,23,73
454,38.9075,-77.0432,29,56
455,38.9179,-77.0415,51,69
456,38.902,-77.0336,35,72
457,38.9038,-77.0327,76,126
458,38.9153,-77.0278,83,130
459,38.9156,-77.0271,21,38
460,38.9087,-77.0294,11,29
461,38.9076,-77.043,75,109
462,38.9175,-77.0384,40,85
463,38.9057,-77.0313,29,78
464,38.9083,-77.0362,13,31
465,38.9077,-77.0444,16,60
466,38.9062,-77.0316,36,52
467,38.9126,-77.037,10,42
468,38.913,-77.0349,79,116
469,38.9172,-77.0309,36,65
470,38.9063,-77.0338,40,54
471,38.918,-77.0437,3,21
472,38.9088,-77.0308,49,90
473,38.917,-77.0322,32,62
474,38.9015,-77.0265,30,46
475,38.9081,-77.0342,53,87
476,38.9179,-77.0435,64,100
477,38.9188,-77.0288,88,128
478,38.9194,-77.0407,46,71
479,38.9135,-77.0363,11,26
480,38.9107,-77.0271,25,46
481,38.9034,-77.0252,72,94
482,38.9171,-77.0275,91,123
483,38.9107,-77.0381,0,50
484,38.9143,-77.0414,62,76
485,38.9143,-77.0328,33,65
486,38.912,-77.0299,50,85
487,38.9196,-77.0298,14,52
488,38.9019,-77.0435,15,62
489,38.9127,-77.0315,24,72
490,38.9175,-77.0388,87,132
491,38.9094,-77.0413,48,58
492,38.9088,-77.0423,99,135
493,38.9,-77.0288,53,80
494,38.9012,-77.0418,61,109
495,38.9141,-77.038,48,83
496,38.9155,-77.0326,26,55
497,38.9111,-77.0311,81,94
498,38.9014,-77.0282,43,91
499,38.9092,-77.0388,68,80
500,38.9052,-77.0286,99,119
501,38.9048,-77.0431,48,58
502,38.9173,-77.0328,61,76
503,38.9137,-77.0379,79,110
504,38.9045,-77.0353,67,111
505,38.9011,-77.0365,53,66
506,38.9176,-77.0275,0,13
507,38.9075,-77.0331,77,105
508,38.9055,-77.0446,71,88
509,38.9183,-77.0303,2,31
510,38.9193,-77.0389,37,76
511,38.9122,-77.0376,28,63
512,38.9181,-77.0277,20,61
513,38.9019,-77.0277,23,43
514,38.9025,-77.0296,18,29
515,38.9054,-77.0362,5,40
516,38.9143,-77.0261,57,85
517,38.904,-77.0341,32,54
518,38.9103,-77.0377,15,51
519,38.9131,-77.0278,17,38
520,38.9046,-77.0423,97,133
521,38.9015,-77.0254,24,66
522,38.9016,-77.0361,28,51
523,38.9047,-77.0344,36,61
524,38.9141,-77.0441,19,33
525,38.9147,-77.0359,37,67
526,38.9085,-77.029,59,108
527,38.9114,-77.0299,5,39
528,38.903,-77.0437,83,100
529,38.917,-77.0276,45,57
530,38.9196,-77.0425,67,103
531,38.9088,-77.0348,17,64
532,38.9132,-77.037,73,114
533,38.9117,-77.0362,84,132
534,38.9128,-77.0439,1,20
535,38.9053,-77.0332,53,74
536,38.9104,-77.0271,76,108
537,38.9005,-77.0436,63,73
538,38.9083,-77.0431,55,86
539,38.9051,-77.0449,0,13
540,38.9193,-77.0441,39,72
541,38.92,-77.0263,74,84
542,38.9123,-77.0308,11,26
543,38.9036,-77.0295,87,119
544,38.92,-77.0356,81,98
545,38.9052,-77.0369,6,50
546,38.9005,-77.0308,49,78
547,38.9081,-77.0318,84,105
548,38.9112,-77.0308,83,93
549,38.9048,-77.0268,4,14
550,38.9172,-77.0258,74,97
551,38.9178,-77.0296,8,36
552,38.9124,-77.0262,36,61
553,38.9036,-77.0368,66,103
554,38.9114,-77.0365,49,62
555,38.9105,-77.034,88,104
556,38.901,-77.0397,34,66
557,38.9041,-77.0427,15,46
558,38.905,-77.0325,52,77
559,38.9098,-77.0287,27,37
560,38.9062,-77.0379,81,97
561,38.9024,-77.0423,99,115
562,38.9063,-77.0263,76,104
563,38.9131,-77.0408,44,58
564,38.9128,-77.0336,34,72
565,38.9072,-77.0337,13,58
566,38.9005,-77.0293,98,141
567,38.9069,-77.0406,66,87
568,38.9044,-77.0307,4,23
569,38.9105,-77.041,6,51
570,38.9185,-77.0413,7,41
571,38.9075,-77.0423,26,72
572,38.9021,-77.0336,8,44
573,38.9122,-77.032,54,94
574,38.9025,-77.0393,10,21
575,38.9174,-77.0414,98,115
576,38.917,-77.026,91,127
577,38.9022,-77.0302,64,89
578,38.9012,-77.0315,13,43
579,38.9098,-77.0332,81,93
580,38.9107,-77.0296,50,89
581,38.9163,-77.0271,20,32
582,38.9197,-77.0392,61,104
583,38.9158,-77.0393,28,68
584,38.9095,-77.0291,23,53
585,38.9075,-77.0273,2,35
586,38.9183,-77.0274,37,71
587,38.9145,-77.0287,93,116
588,38.9111,-77.0386,65,113
589,38.9076,-77.0415,40,76
590,38.9109,-77.0316,10,40
591,38.9198,-77.033,49,87
592,38.9023,-77.0361,16,65
593,38.9097,-77.0355,19,37
594,38.9066,-77.0349,36,52
595,38.9024,-77.0297,59,98
596,38.9034,-77.0257,90,138
597,38.9151,-77.0326,34,71
598,38.9091,-77.0367,34,70
599,38.9081,-77.0281,2,36
600,38.9088,-77.0405,21,61
601,38.9012,-77.0401,91,126
602,38.9138,-77.0278,49,60
603,38.9041,-77.0254,4,27
604,38.9016,-77.0346,81,110
605,38.9163,-77.0371,49,96
606,38.9003,-77.0388,28,55
607,38.9115,-77.0447,88,123
608,38.9083,-77.0404,89,112
609,38.9093,-77.0369,63,111
610,38.918,-77.031,41,75
611,38.9092,-77.033,62,84
612,38.9114,-77.0388,91,119
613,38.9116,-77.0276,60,98
614,38.9102,-77.0271,83,108
615,38.9052,-77.0252,76,110
616,38.9021,-77.0408,1,11
617,38.9194,-77.0267,71,100
618,38.9156,-77.0434,90,139
619,38.903,-77.0263,13,46
620,38.912,-77.0426,4,24
621,38.9137,-77.0357,88,130
622,38.9043,-77.0344,36,76
623,38.9056,-77.0431,68,118
624,38.9063,-77.0428,49,89
625,38.9177,-77.0354,5,15
626,38.9171,-77.0279,36,46
627,38.9088,-77.0424,44,60
628,38.916,-77.0418,11,59
629,38.9061,-77.0268,45,85
630,38.9098,-77.0419,99,116
631,38.9135,-77.0386,3,24
632,38.9068,-77.0412,63,91
633,38.9176,-77.0282,8,40
634,38.9062,-77.0284,10,26
635,38.9196,-77.0361,4,47
636,38.9069,-77.0381,97,127
637,38.9126,-77.0287,14,39
638,38.912,-77.0287,8,40
639,38.9012,-77.0429,55,92
640,38.9145,-77.0334,26,37
641,38.9083,-77.0447,47,94
642,38.9175,-77.0295,34,50
643,38.9197,-77.0334,21,32
644,38.9199,-77.0429,28,44
645,38.9176,-77.0403,38,53
646,38.9157,-77.0302,65,86
647,38.9119,-77.04,54,86
648,38.9003,-77.0255,10,33
649,38.9095,-77.033,86,105
650,38.9189,-77.0266,31,57
651,38.912,-77.0282,3,40
652,38.9059,-77.0283,30,77
653,38.9137,-77.0296,45,60
654,38.9123,-77.0272,18,63
655,38.9002,-77.0299,50,86
656,38.9085,-77.03,25,48
657,38.9077,-77.0257,23,43
658,38.9056,-77.0413,53,76
659,38.92,-77.0354,95,114
660,38.9102,-77.0315,2,12
661,38.9052,-77.0447,31,48
662,38.9174,-77.0299,32,67
663,38.9096,-77.0287,78,108
664,38.9083,-77.0261,21,45
665,38.9083,-77.0311,27,70
666,38.9013,-77.0284,37,54
667,38.9188,-77.0347,67,101
668,38.9109,-77.0328,13,39
669,38.9035,-77.0263,82,112
670,38.9057,-77.0356,64,91
671,38.9109,-77.0427,40,54
672,38.9094,-77.0289,32,67
673,38.9039,-77.0432,35,64
674,38.9005,-77.0258,0,40
675,38.9093,-77.0319,19,37
676,38.9053,-77.0402,89,124
677,38.9098,-77.0282,31,41
678,38.9126,-77.0395,14,44
679,38.9146,-77.0375,44,67
680,38.9163,-77.0322,85,109
681,38.904,-77.0426,47,73
682,38.9166,-77.032,35,45
683,38.9011,-77.0417,23,62
684,38.9012,-77.0396,10,34
685,38.9007,-77.0289,40,52
686,38.9043,-77.0424,12,53
687,38.9169,-77.0305,17,67
688,38.9008,-77.0305,83,115
689,38.9116,-77.0302,45,60
690,38.9054,-77.0415,7,19
691,38.9006,-77.0365,68,111
692,38.9158,-77.0277,29,46
693,38.9042,-77.0305,34,72
694,38.9158,-77.0345,67,87
695,38.9092,-77.0423,42,84
696,38.9096,-77.0258,3,53
697,38.9146,-77.0344,47,69
698,38.9095,-77.0291,98,138
699,38.9196,-77.0292,66,92
700,38.9118,-77.0336,6,40
701,38.9031,-77.0357,55,76
702,38.9175,-77.0306,4,33
703,38.9101,-77.0402,62,105
704,38.9144,-77.027,65,85
705,38.9131,-77.0385,72,119
706,38.9179,-77.035,1,50
707,38.9183,-77.0338,77,98
708,38.908,-77.0342,32,44
709,38.9057,-77.033,41,85
710,38.9177,-77.0414,26,59
711,38.9056,-77.0338,52,92
712,38.9146,-77.0437,28,62
713,38.9101,-77.0373,8,42
714,38.9192,-77.041,25,39
715,38.9037,-77.0377,86,103
716,38.9101,-77.0439,21,50
717,38.9067,-77.0388,16,56
718,38.9086,-77.0373,98,110
719,38.9119,-77.0383,52,81
720,38.9183,-77.044,97,117
721,38.9078,-77.0369,97,118
722,38.92,-77.0404,8,47
723,38.9178,-77.0439,84,108
724,38.9124,-77.0391,18,66
725,38.9065,-77.0361,7,29
726,38.9066,-77.0387,51,75
727,38.9064,-77.0284,68,108
728,38.9107,-77.0351,9,22
729,38.9163,-77.029,0,33
730,38.9026,-77.0366,35,78
731,38.909,-77.0426,27,47
732,38.9034,-77.0279,29,75
733,38.9115,-77.0355,54,80
734,38.9028,-77.0319,80,91
735,38.9056,-77.0329,51,90
736,38.9177,-77.0376,7,31
737,38.9126,-77.043,58,69
738,38.913,-77.0363,9,38
739,38.9053,-77.0437,73,92
740,38.9031,-77.0353,38,52
741,38.9035,-77.0346,74,121
742,38.9139,-77.0442,68,110
743,38.9133,-77.0281,57,74
744,38.9186,-77.0295,65,102
745,38.9171,-77.0252,94,112
746,38.9067,-77.043,61,76
747,38.9127,-77.0409,34,55
748,38.9191,-77.0319,68,84
749,38.9044,-77.0355,90,109
750,38.9177,-77.0363,70,102
751,38.9105,-77.0301,4,23
752,38.9061,-77.0296,71,110
753,38.9183,-77.0274,1,34
754,38.908,-77.0376,86,102
755,38.9104,-77.0315,42,81
756,38.9059,-77.0302,19,64
757,38.902,-77.0391,86,118
758,38.9073,-77.029,60,80
759,38.9038,-77.0413,35,46
760,38.9057,-77.0318,13,59
761,38.9147,-77.0376,86,120
762,38.9165,-77.026,8,43
763,38.9028,-77.0319,71,101
764,38.9152,-77.0336,21,46
765,38.9177,-77.0316,97,147
766,38.9151,-77.0395,73,118
767,38.9092,-77.0389,67,106
768,38.9148,-77.0352,4,20
769,38.9137,-77.0355,69,112
770,38.9032,-77.0447,69,89
771,38.9101,-77.0367,53,81
772,38.9052,-77.0284,60,105
773,38.9026,-77.0421,32,52
774,38.9032,-77.0267,93,138
775,38.9122,-77.0339,52,69
776,38.9165,-77.0396,72,103
777,38.9183,-77.0449,57,92
778,38.9157,-77.0449,2,46
779,38.92,-77.0252,49,79
780,38.9055,-77.0319,90,127
781,38.9038,-77.0332,94,115
782,38.9137,-77.0389,91,113
783,38.9004,-77.0376,73,105
784,38.9124,-77.0401,28,55
785,38.9012,-77.0252,50,98
786,38.9127,-77.0413,38,51
787,38.9087,-77.0424,37,47
788,38.9098,-77.0294,40,70
789,38.9062,-77.0417,19,47
790,38.9038,-77.0347,11,59
791,38.9005,-77.0301,63,93
792,38.9085,-77.0336,4,28
793,38.9163,-77.0289,62,83
794,38.9127,-77.0334,9,33
795,38.9085,-77.0357,38,79
796,38.9163,-77.0427,45,70
797,38.9186,-77.0365,88,137
798,38.9091,-77.0276,73,95
799,38.9079,-77.0402,90,100
800,38.9009,-77.0448,22,38
801,38.9003,-77.0312,1,39
802,38.9007,-77.0272,2,19
803,38.9178,-77.0277,76,95
804,38.9085,-77.0294,32,80
805,38.915,-77.0287,58,102
806,38.9097,-77.0292,17,45
807,38.9049,-77.039,33,51
808,38.9093,-77.0396,51,89
809,38.9027,-77.035,13,44
810,38.918,-77.0425,7,56
811,38.9011,-77.033,63,93
812,38.9077,-77.0411,44,61
813,38.9108,-77.0349,17,49
814,38.905,-77.0275,48,87
815,38.9096,-77.0295,64,105
816,38.9189,-77.0448,97,143
817,38.9164,-77.0297,10,47
818,38.9165,-77.0273,39,49
819,38.9017,-77.0308,7,45
820,38.9192,-77.0352,15,48
821,38.9108,-77.0283,0,33
822,38.9062,-77.0398,56,91
823,38.9059,-77.0267,36,46
824,38.9075,-77.03,33,48
825,38.9187,-77.0424,13,47
826,38.9076,-77.0281,59,78
827,38.9049,-77.0281,98,123
828,38.9,-77.0275,25,56
829,38.9179,-77.0368,36,47
830,38.9172,-77.0356,73,102
